person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_orig,loan_amnt_orig,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,approx_emi,balance_income,dti,credit_age_ratio,income_exp_ratio,log_person_income,log_loan_amnt
22.0,80838.0,0,23093.125,12.69,0.37,3.0,645,0,1,80838.0,30000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2930.5175624999997,77907.4824375,0.28566811811130766,0.13043478260869565,80838.0,11.300214801327241,10.04733353515845
26.0,107957.0,2,23093.125,6.62,0.28,3.0,654,0,1,107957.0,30000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1528.7648749999998,106428.235125,0.2139084180885159,0.1111111111111111,35985.666666666664,11.589497541580574,10.04733353515845
24.0,94649.0,2,23093.125,11.01,0.32,4.0,624,0,1,94649.0,30000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,2542.5530625,92106.4469375,0.24398441627047016,0.16,31549.666666666668,11.45794115663747,10.04733353515845
23.0,94550.0,1,23093.125,18.62,0.32,3.0,570,0,1,94550.0,30000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,4299.939875,90250.060125,0.24423988112235726,0.125,47275.0,11.45689465044527,10.04733353515845
23.0,111153.0,3,23093.125,15.23,0.27,3.0,648,0,1,111153.0,30000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,3517.0829375,107635.9170625,0.2077579304388506,0.125,27788.25,11.61867190614922,10.04733353515845
23.0,117250.0,0,23093.125,10.65,0.26,2.0,652,0,1,117250.0,30000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,2459.4178125,114790.5821875,0.19695461019522223,0.08333333333333333,117250.0,11.672072215056804,10.04733353515845
25.0,144985.0,3,23093.125,7.9,0.21,4.0,559,0,0,144985.0,30000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1824.356875,143160.643125,0.1592783096298953,0.15384615384615385,36246.25,11.884392465017156,10.04733353515845
26.0,168667.125,7,10000.0,15.96,0.03,3.0,623,1,0,337133.0,10000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1596.0000000000002,167071.125,0.05928802493061448,0.1111111111111111,21083.390625,12.035688305809174,9.210440366976517
26.0,168667.125,2,20000.0,11.48,0.06,3.0,602,1,0,333566.0,20000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,2296.0,166371.125,0.11857604986122897,0.1111111111111111,56222.375,12.035688305809174,9.90353755128617
23.0,168667.125,1,23093.125,11.01,0.1,4.0,609,0,0,333399.0,35000.0,1,1,0,0,0,0,1,0,0,0,0,1,0,2542.5530625,166124.5719375,0.13691457707257965,0.16666666666666666,84333.5625,12.035688305809174,10.04733353515845
25.0,154793.0,1,23093.125,7.29,0.19,4.0,573,1,0,154793.0,30000.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1683.4888125000002,153109.5111875,0.1491861764667881,0.15384615384615385,77396.5,11.949850479696664,10.04733353515845
24.0,15229.0,1,1750.0,11.01,0.11,3.0,631,1,0,15229.0,1750.0,1,0,0,0,0,0,1,0,0,0,0,0,1,192.675,15036.325,0.1149047931713723,0.12,7614.5,9.631022445889208,7.467942332285852
21.0,158338.0,0,23093.125,5.99,0.19,4.0,623,1,0,158338.0,30000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1383.2781875,156954.7218125,0.14584609603445772,0.18181818181818182,158338.0,11.972493583181924,10.04733353515845
22.0,168667.125,0,12000.0,11.58,0.04,2.0,602,1,0,331034.0,12000.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1389.6,167277.525,0.07114562991673738,0.08695652173913043,168667.125,12.035688305809174,9.392745258631441
26.0,168667.125,6,10000.0,11.01,0.03,4.0,579,0,1,316466.0,10000.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1101.0,167566.125,0.05928802493061448,0.14814814814814814,24095.303571428572,12.035688305809174,9.210440366976517
25.0,168667.125,0,23093.125,15.7,0.09,2.0,582,0,1,267671.0,25000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3625.620625,165041.504375,0.13691457707257965,0.07692307692307693,168667.125,12.035688305809174,10.04733353515845
22.0,85191.0,0,23093.125,15.99,0.34,3.0,700,0,1,85191.0,29100.0,1,0,0,0,1,0,0,1,1,0,0,0,0,3692.5906875000005,81498.40931249999,0.2710715208000751,0.13043478260869565,85191.0,11.35266281169522,10.04733353515845
22.0,15013.0,0,1500.0,14.84,0.1,3.0,688,0,0,15013.0,1500.0,1,0,0,0,0,0,0,0,1,0,0,0,0,222.6,14790.4,0.09990675369654989,0.13043478260869565,15013.0,9.616738378132947,7.313886831633462
26.0,168667.125,3,23093.125,10.99,0.09,3.0,607,1,0,313100.0,28000.0,1,1,0,0,0,0,1,0,0,1,0,0,0,2537.9344375,166129.1905625,0.13691457707257965,0.1111111111111111,42166.78125,12.035688305809174,10.04733353515845
25.0,168667.125,0,20000.0,14.42,0.06,2.0,661,1,0,311952.0,20000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,2884.0,165783.125,0.11857604986122897,0.07692307692307693,168667.125,12.035688305809174,9.90353755128617
24.0,168667.125,5,9600.0,6.99,0.03,2.0,562,1,0,306897.0,9600.0,1,0,0,1,0,0,0,0,1,0,0,0,0,671.0400000000001,167996.085,0.05691650393338991,0.08,28111.1875,12.035688305809174,9.169622538697624
25.0,168667.125,0,23093.125,13.49,0.08,4.0,664,1,0,301136.0,25000.0,0,1,0,0,0,0,0,1,0,0,1,0,0,3115.2625624999996,165551.8624375,0.13691457707257965,0.15384615384615385,168667.125,12.035688305809174,10.04733353515845
25.0,15162.0,1,3000.0,11.01,0.2,3.0,564,0,1,15162.0,3000.0,1,0,0,1,0,0,1,0,0,0,1,0,0,330.3,14831.7,0.19785002967750445,0.11538461538461539,7581.0,9.62661352880094,8.006700845440367
22.0,69042.0,0,23093.125,11.01,0.41,2.0,598,0,1,69042.0,28000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,2542.5530625,66499.4469375,0.33447453036513475,0.08695652173913043,69042.0,11.142484777883936,10.04733353515845
21.0,15307.0,0,3000.0,13.61,0.2,3.0,557,0,1,15307.0,3000.0,0,0,0,1,0,0,1,0,1,0,0,0,0,408.3,14898.7,0.19597596028220537,0.13636363636363635,15307.0,9.636130846545592,8.006700845440367
23.0,79183.0,0,23093.125,7.9,0.35,2.0,677,0,1,79183.0,28000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1824.356875,77358.643125,0.2916387780359669,0.08333333333333333,79183.0,11.279529537191667,10.04733353515845
26.0,102654.0,4,23093.125,7.49,0.27,3.0,690,0,1,102654.0,28000.0,1,1,0,0,0,0,0,1,0,0,0,0,1,1729.6750625000002,100924.3249375,0.22495859919146657,0.1111111111111111,20530.8,11.539129130466865,10.04733353515845
26.0,15229.0,1,6100.0,7.51,0.4,3.0,599,0,1,15229.0,6100.0,1,0,0,0,0,0,1,0,1,0,0,0,0,458.11,14770.89,0.4005252790544977,0.1111111111111111,7614.5,9.631022445889208,8.716207971151853
22.0,106566.0,0,23093.125,9.91,0.26,3.0,604,0,1,106566.0,28000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,2288.5286875,104277.4713125,0.21670052642938245,0.13043478260869565,106566.0,11.576529174307367,10.04733353515845
21.0,15252.0,0,4200.0,13.48,0.28,4.0,663,0,1,15252.0,4200.0,0,1,0,0,0,0,1,0,0,0,0,1,0,566.16,14685.84,0.27535566773749426,0.18181818181818182,15252.0,9.632531483999934,8.343077871169383
22.0,15432.0,3,4750.0,7.14,0.31,2.0,601,0,1,15432.0,4750.0,1,1,0,0,0,0,1,0,0,0,0,0,0,339.15,15092.85,0.30778202552970907,0.08695652173913043,3858.0,9.64426335290083,8.46611040118692
24.0,100332.0,1,23093.125,15.99,0.28,4.0,634,0,1,100332.0,28000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,3692.5906875000005,96639.40931249999,0.23016480121196417,0.16,50166.0,11.516249932798248,10.04733353515845
24.0,168667.125,2,18000.0,12.98,0.06,3.0,671,0,0,300951.0,18000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,2336.4,166330.725,0.10671844487510607,0.12,56222.375,12.035688305809174,9.798182590890704
144.0,168667.125,125,4800.0,13.57,0.02,3.0,789,0,0,300616.0,4800.0,1,1,0,0,0,0,0,1,0,0,0,0,1,651.3600000000001,168015.765,0.028458251966694954,0.020689655172413793,1338.6279761904761,12.035688305809174,8.476579508530941
25.0,121062.0,1,23093.125,12.69,0.23,3.0,622,0,0,121062.0,28000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,2930.5175624999997,118131.4824375,0.19075295507297854,0.11538461538461539,60531.0,11.704066350238913,10.04733353515845
26.0,133372.0,1,23093.125,8.9,0.21,2.0,538,1,0,133372.0,28000.0,1,0,0,0,0,0,0,1,1,0,0,0,0,2055.288125,131316.711875,0.1731469262894289,0.07407407407407407,66686.0,11.800904993177658,10.04733353515845
26.0,15505.0,0,2700.0,11.01,0.17,4.0,587,0,1,15505.0,2700.0,1,1,0,0,0,0,1,0,0,0,0,0,0,297.27,15207.73,0.17412614471817361,0.14814814814814814,15505.0,9.648982324778904,7.901377353792616
22.0,130852.0,0,23093.125,11.01,0.21,4.0,683,0,1,130852.0,28000.0,1,0,0,0,1,0,0,1,1,0,0,0,0,2542.5530625,128309.4469375,0.17648143336415673,0.17391304347826086,130852.0,11.78182983471114,10.04733353515845
23.0,168667.125,0,23093.125,11.11,0.15,2.0,634,1,0,182316.0,28000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,2565.6461875,166101.4788125,0.13691457707257965,0.08333333333333333,168667.125,12.035688305809174,10.04733353515845
24.0,83853.0,3,23093.125,11.01,0.33,2.0,690,0,1,83853.0,27600.0,0,1,0,0,0,0,0,1,0,1,0,0,0,2542.5530625,81310.4469375,0.2753968206644883,0.08,20963.25,11.336832470347295,10.04733353515845
21.0,15394.0,0,3250.0,15.68,0.21,3.0,518,0,1,15394.0,3250.0,0,1,0,0,0,0,0,0,0,0,0,0,0,509.59999999999997,14884.4,0.2111075024358558,0.13636363636363635,15394.0,9.641798060358601,8.086717920303906
22.0,85243.0,0,23093.125,13.06,0.32,3.0,583,0,1,85243.0,27500.0,0,1,0,0,0,0,0,1,1,0,0,0,0,3015.962125,82227.037875,0.27090616348364693,0.13043478260869565,85243.0,11.353273011437217,10.04733353515845
22.0,168667.125,2,23093.125,11.01,0.09,2.0,617,1,0,288907.0,25000.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2542.5530625,166124.5719375,0.13691457707257965,0.08695652173913043,56222.375,12.035688305809174,10.04733353515845
26.0,89074.0,4,23093.125,15.62,0.3,2.0,668,0,1,89074.0,27050.0,1,0,0,0,0,0,0,1,0,0,0,0,1,3607.146125,85466.853875,0.2592548414257648,0.07407407407407407,17814.8,11.397233990474037,10.04733353515845
24.0,100509.0,2,23093.125,13.49,0.27,2.0,673,0,1,100509.0,27000.0,1,0,0,0,1,0,0,1,0,0,0,1,0,3115.2625624999996,97393.7374375,0.22975947666898816,0.08,33503.0,11.518012504018786,10.04733353515845
24.0,88950.0,3,23093.125,11.01,0.3,3.0,706,0,1,88950.0,27000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,2542.5530625,86407.4469375,0.25961624939573474,0.12,22237.5,11.395840935301726,10.04733353515845
23.0,75894.0,1,23093.125,11.71,0.34,2.0,536,0,1,75894.0,26000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2704.2049375,73189.7950625,0.30427729099413664,0.08333333333333333,37947.0,11.23710608506096,10.04733353515845
23.0,145092.0,0,23093.125,12.69,0.18,3.0,557,1,0,145092.0,25600.0,1,0,0,0,0,0,0,1,1,0,0,0,0,2930.5175624999997,142161.4824375,0.15916084855919996,0.125,145092.0,11.885130195117252,10.04733353515845
24.0,15928.0,1,1600.0,13.57,0.1,3.0,689,1,0,15928.0,1600.0,0,1,0,0,0,0,1,0,0,0,1,0,0,217.12000000000003,15710.88,0.10044572791763451,0.12,7964.0,9.675896626294639,7.3783837129967145
22.0,73131.0,3,23093.125,10.99,0.35,3.0,681,0,1,73131.0,25475.0,1,1,0,0,0,0,0,1,0,0,0,0,1,2537.9344375,70593.0655625,0.3157731909424055,0.13043478260869565,18282.75,11.200021306448395,10.04733353515845
25.0,168667.125,4,20000.0,14.27,0.07,4.0,623,1,0,281501.0,20000.0,1,0,0,0,1,0,0,0,0,0,1,0,0,2854.0,165813.125,0.11857604986122897,0.15384615384615385,33733.425,12.035688305809174,9.90353755128617
24.0,168667.125,0,20000.0,8.88,0.07,4.0,595,1,0,281775.0,20000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1776.0,166891.125,0.11857604986122897,0.16,168667.125,12.035688305809174,9.90353755128617
26.0,168667.125,1,21600.0,12.18,0.08,3.0,584,1,0,281792.0,21600.0,1,1,0,0,0,0,0,0,0,1,0,0,0,2630.8799999999997,166036.245,0.1280621338501273,0.1111111111111111,84333.5625,12.035688305809174,9.980494888896912
25.0,168667.125,4,11900.0,14.42,0.04,3.0,669,0,1,266090.0,11900.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1715.98,166951.145,0.07055274966743123,0.11538461538461539,33733.425,12.035688305809174,9.38437770918244
26.0,168667.125,3,23093.125,14.17,0.09,2.0,642,1,0,279664.0,25000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,3272.2958125,165394.8291875,0.13691457707257965,0.07407407407407407,42166.78125,12.035688305809174,10.04733353515845
25.0,168667.125,4,23093.125,13.99,0.13,4.0,622,1,0,277017.0,35000.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3230.7281875,165436.3968125,0.13691457707257965,0.15384615384615385,33733.425,12.035688305809174,10.04733353515845
23.0,100756.0,0,23093.125,10.99,0.25,3.0,689,0,1,100756.0,25300.0,1,0,0,0,0,0,0,1,1,0,0,0,0,2537.9344375,98218.0655625,0.22919623450479867,0.125,100756.0,11.52046695630357,10.04733353515845
22.0,16218.0,1,2000.0,5.42,0.12,4.0,614,0,1,16218.0,2000.0,1,0,0,1,0,0,0,0,0,0,0,1,0,108.39999999999999,16109.6,0.1233121647450521,0.17391304347826086,8109.0,9.69393867348769,7.601402334583733
25.0,16211.0,2,1750.0,13.61,0.11,3.0,597,1,0,16211.0,1750.0,0,1,0,0,0,0,1,0,0,0,0,1,0,238.175,15972.825,0.1079447322970639,0.11538461538461539,5403.666666666667,9.693506987748199,7.467942332285852
21.0,51922.0,3,23093.125,12.73,0.48,3.0,673,0,1,51922.0,25000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,2939.7548125,48982.2451875,0.4447571403809487,0.13636363636363635,12980.5,10.857517130910551,10.04733353515845
24.0,50309.0,3,23093.125,11.01,0.5,3.0,625,0,1,50309.0,25000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,2542.5530625,47766.4469375,0.4590165970979925,0.12,12577.25,10.825959143485365,10.04733353515845
25.0,16378.0,0,3000.0,12.87,0.18,4.0,603,0,1,16378.0,3000.0,1,0,0,1,0,0,1,0,0,0,0,0,0,386.09999999999997,15991.9,0.18316136516270834,0.15384615384615385,16378.0,9.70375530548238,8.006700845440367
24.0,16572.0,0,3650.0,9.91,0.22,3.0,589,0,1,16572.0,3650.0,1,1,0,0,0,0,0,0,0,1,0,0,0,361.71500000000003,16210.285,0.22023773607675134,0.12,16572.0,9.715530144123544,8.202756381655638
